Mato Grosso do Sul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45-49;156731;160015;162584;164666;166610;168676;170803;172972;175287;177884;180834;184156;187850;191834;195944;200058;204142;208198;211981;215146;217500;219051;219732;219911;220190;220940;222040;223482;225008;226213;226821;226983;226838;226243;225005;223041;219543;214941;211204;208619;206917;206208;205049;204118;203828;203182;204095;207492;210351;212876;216559
50-54;129265;134205;139411;144581;149281;153227;156497;159071;161172;163138;165221;167360;169545;171866;174466;177409;180715;184384;188336;192411;196493;200544;204570;208330;211480;213834;215401;216110;216330;216648;217428;218549;220009;221550;222770;223403;223592;223479;222927;221735;219825;216409;211903;208250;205736;204092;203409;202282;201380;201121;200504
55-59;103251;107475;111604;115747;120080;124703;129553;134659;139736;144359;148250;151492;154058;156170;158151;160242;162388;164578;166897;169487;172411;175686;179313;183215;187234;191264;195264;199239;202955;206074;208414;209986;210716;210975;211326;212131;213270;214738;216277;217508;218160;218377;218298;217789;216646;214806;211492;207108;203570;201142;199565
60-64;77883;81492;85405;89525;93697;97827;101920;105932;109956;114165;118658;123364;128316;133243;137736;141530;144705;147234;149336;151313;153389;155522;157694;159992;162553;165431;168640;172192;176004;179928;183863;187769;191651;195278;198331;200629;202183;202929;203219;203601;204423;205567;207025;208547;209778;210440;210681;210638;210170;209091;207341
65-69;58964;61059;63364;65911;68744;71883;75314;79024;82928;86890;90812;94709;98536;102377;106394;110681;115171;119889;124585;128875;132509;135562;138019;140075;142017;144049;146142;148265;150508;152993;155780;158880;162302;165962;169728;173504;177257;180978;184462;187398;189614;191123;191871;192188;192592;193416;194546;195976;197464;198666;199326
70-74;44568;46046;47436;48835;50378;52143;54101;56251;58621;61241;64144;67305;70722;74318;77965;81583;85185;88728;92290;96017;99992;104154;108526;112878;116857;120242;123097;125415;127373;129235;131172;133165;135183;137314;139667;142295;145201;148408;151824;155337;158862;162363;165833;169085;171821;173895;175314;176033;176362;176776;177587
75-79;29545;30884;32369;33919;35420;36818;38152;39422;40707;42117;43704;45458;47370;49474;51794;54356;57137;60144;63305;66511;69698;72877;76011;79169;82479;86003;89694;93568;97418;100943;103952;106499;108589;110371;112071;113838;115654;117489;119426;121554;123922;126535;129403;132449;135583;138723;141846;144936;147833;150274;152115
80-84;17783;18544;19324;20151;21061;22063;23159;24373;25637;26870;28029;29145;30224;31320;32518;33849;35311;36903;38642;40555;42665;44950;47416;50007;52636;55255;57872;60458;63075;65813;68730;71785;74984;78162;81069;83555;85669;87421;88932;90383;91887;93428;94986;96623;98425;100420;102611;105006;107542;110144;112757
85-89;8686;9248;9788;10318;10849;11388;11947;12524;13139;13812;14544;15345;16231;17150;18049;18906;19736;20551;21388;22297;23297;24389;25573;26864;28280;29837;31521;33336;35236;37171;39099;41025;42941;44883;46919;49087;51358;53729;56081;58227;60065;61635;62952;64105;65215;66366;67543;68730;69976;71348;72861
90+;4984;5099;5324;5617;5943;6286;6652;7065;7504;7959;8431;8921;9450;10017;10625;11272;11970;12734;13535;14348;15152;15971;16823;17711;18650;19639;20686;21805;23005;24301;25703;27209;28822;30521;32286;34095;35956;37869;39842;41912;44083;46339;48677;51025;53287;55411;57425;59347;61190;62975;64719
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;1243373;1258190;1273340;1288460;1303844;1319520;1334589;1349434;1364494;1379290;1393810;1408025;1421890;1435384;1448516;1461287;1473689;1485720;1497378;1508669;1519604;1530197;1540462;1550402;1560017;1569311;1578288;1586954;1595309;1603342;1611049;1618437;1625519;1632292;1638738;1644846;1650619;1656061;1661168;1665923;1670313;1674339;1678003;1681298;1684215;1686754;1688921;1690727;1692177;1693270;1694011
0-4;102995;103443;105227;106718;108029;109963;110959;111430;112171;112413;112116;112150;112088;111475;110792;110059;109298;108550;107836;107148;106503;105905;105352;104852;104394;103972;103593;103260;102973;102714;102474;102251;102052;101870;101693;101512;101319;101102;100852;100571;100255;99903;99505;99061;98574;98053;97498;96917;96315;95703;95088
05/set;105756;105383;104759;104248;104060;103675;104116;105886;107367;108666;110588;111577;112039;112770;113003;112698;112723;112652;112029;111342;110598;109829;109076;108358;107673;107033;106439;105892;105395;104941;104522;104149;103818;103535;103280;103045;102823;102625;102448;102274;102095;101903;101689;101440;101162;100848;100500;100102;99659;99174;98656
out/14;114434;112709;110361;108436;107106;106234;105858;105231;104714;104520;104130;104562;106324;107794;109086;110999;111979;112433;113157;113381;113071;113089;113012;112389;111698;110955;110191;109441;108726;108043;107407;106812;106268;105773;105321;104903;104533;104204;103922;103669;103435;103213;103018;102842;102669;102490;102298;102087;101841;101563;101251
15-19;115595;115718;115767;115636;115162;114265;112553;110224;108317;107001;106143;105774;105151;104638;104450;104067;104503;106260;107726;109016;110924;111901;112356;113079;113309;113008;113030;112959;112343;111661;110927;110173;109430;108721;108044;107415;106826;106288;105797;105349;104937;104572;104245;103968;103718;103490;103270;103078;102905;102734;102556
20-24;112712;113286;113903;114500;114974;115254;115392;115454;115339;114885;114007;112321;110020;108143;106849;106006;105643;105029;104523;104339;103962;104400;106150;107615;108907;110816;111801;112265;112997;113238;112947;112982;112923;112320;111653;110933;110193;109463;108766;108101;107481;106903;106376;105893;105455;105048;104692;104371;104100;103859;103636
25-29;109509;110566;111269;111738;112179;112707;113288;113911;114514;114994;115278;115422;115491;115381;114936;114069;112405;110125;108266;106981;106142;105780;105177;104680;104508;104147;104596;106345;107815;109109;111021;112010;112482;113222;113473;113194;113240;113192;112603;111949;111242;110516;109797;109113;108459;107851;107281;106765;106291;105860;105460
30-34;100483;102492;104491;106389;108057;109429;110487;111195;111669;112117;112651;113233;113858;114462;114942;115229;115376;115450;115344;114906;114048;112401;110144;108307;107046;106228;105885;105302;104822;104666;104320;104779;106527;107998;109295;111205;112195;112674;113418;113677;113411;113464;113427;112848;112205;111511;110797;110087;109414;108770;108172
35-39;90566;92219;94070;96063;98104;100121;102120;104108;105999;107662;109032;110094;110806;111289;111742;112283;112869;113496;114102;114585;114876;115028;115111;115018;114599;113766;112152;109935;108129;106897;106100;105773;105209;104745;104604;104271;104739;106484;107956;109253;111158;112151;112631;113379;113646;113389;113451;113420;112853;112220;111538
40-44;83946;85007;86057;87165;88420;89875;91524;93366;95347;97374;99380;101365;103345;105224;106882;108247;109309;110027;110519;110981;111527;112119;112752;113371;113865;114176;114349;114452;114382;113988;113185;111607;109432;107665;106461;105692;105384;104833;104387;104262;103946;104422;106163;107630;108925;110818;111810;112297;113044;113318;113072
45-49;76522;78112;79409;80501;81526;82588;83657;84716;85829;87086;88540;90183;92011;93977;95989;97979;99947;101912;103778;105425;106786;107850;108579;109086;109568;110132;110743;111396;112032;112543;112874;113070;113195;113148;112784;112012;110476;108355;106634;105467;104728;104439;103907;103483;103373;103077;103560;105285;106745;108034;109911
50-54;63205;65456;67834;70206;72385;74245;75827;77126;78229;79264;80335;81414;82482;83600;84858;86309;87943;89757;91700;93692;95663;97613;99559;101410;103049;104409;105480;106222;106750;107254;107835;108459;109126;109777;110300;110648;110864;111008;110984;110648;109911;108426;106366;104699;103576;102873;102604;102093;101687;101597;101320
55-59;50569;52477;54334;56194;58142;60233;62431;64750;67066;69202;71028;72592;73886;74993;76037;77110;78194;79264;80384;81637;83077;84690;86480;88393;90349;92289;94209;96124;97947;99565;100912;101981;102728;103270;103787;104381;105016;105690;106344;106877;107237;107468;107631;107631;107323;106627;105200;103217;101621;100551;99890
60-64;38069;39703;41482;43359;45250;47106;48939;50728;52520;54395;56409;58522;60751;62979;65038;66807;68327;69595;70690;71728;72788;73862;74918;76023;77257;78667;80236;81978;83833;85728;87610;89470;91327;93093;94668;95982;97028;97771;98318;98842;99440;100074;100744;101391;101927;102293;102538;102717;102735;102460;101813
65-69;28781;29622;30588;31686;32932;34324;35854;37515;39268;41037;42776;44497;46180;47868;49634;51530;53518;55615;57710;59648;61324;62768;63988;65048;66055;67081;68124;69146;70216;71403;72752;74254;75913;77673;79469;81253;83019;84778;86456;87954;89207;90212;90936;91477;91997;92584;93204;93857;94488;95011;95376
