Ceará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;9554693;4579739;4974954;90019;115379;-0.36;9.42;12.08;78.74;75.31;82.17;8.63;9.21;8.01;1.64;23.99;37.01;61;154.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;9517922;4561396;4956526;89007;116983;-0.38;9.35;12.29;78.8;75.39;82.22;8.62;9.2;8.01;1.64;24.04;38.07;62.11;158.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;9478556;4541878;4936678;88002;118551;-0.41;9.28;12.51;78.86;75.45;82.26;8.61;9.19;8;1.64;24.09;39.13;63.21;162.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;9436622;4521197;4915425;86961;120074;-0.44;9.22;12.72;78.91;75.52;82.3;8.61;9.19;7.99;1.64;24.13;40.17;64.31;166.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;9392152;4499364;4892788;85923;121544;-0.47;9.15;12.94;78.96;75.59;82.33;8.6;9.18;7.99;1.64;24.18;41.24;65.42;170.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;9345192;4476397;4868795;84872;122964;-0.5;9.08;13.16;79.01;75.65;82.37;8.6;9.18;7.98;1.64;24.23;42.32;66.55;173.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;8623766;8681591;8738045;8792607;8847031;8905267;8962834;9018764;9076426;9132858;9187886;9241366;9293112;9342908;9390560;9435907;9478838;9519244;9557007;9592073;9624466;9654132;9680942;9704871;9725938;9744180;9759629;9772281;9782155;9789317;9793834;9795742;9795059;9791826;9786100;9777877;9767129;9753853;9738051;9719721;9698820;9675292;9649120;9620296;9588823;9554693;9517922;9478556;9436622;9392152;9345192
0-4;683955;672445;662736;653336;646686;646932;648079;649217;654117;658031;656863;654978;653178;647916;641985;635426;628287;620665;612647;604339;595905;587458;579045;570770;562729;554959;547479;540342;533581;527222;521247;515623;510355;505438;500837;496504;492371;488393;484530;480717;476906;473041;469093;465020;460784;456371;451799;447078;442219;437232;432163
05/set;731602;717272;705178;696488;689901;679900;668505;658901;649600;643033;643343;644554;645761;650720;654698;653596;651783;650047;644858;638999;632509;625437;617881;609919;601657;593259;584844;576461;568215;560199;552459;545003;537887;531144;524808;518852;513245;507997;503096;498509;494188;490069;486104;482253;478454;474656;470799;466864;462802;458575;454174
out/14;858837;838747;812357;781967;751766;729256;714991;702959;694324;687783;677834;666495;656944;647691;641168;641514;642754;643995;648977;652983;651915;650137;648429;643266;637436;630969;623919;616380;608441;600201;591819;583425;575061;566835;558835;551112;543673;536572;529841;523518;517574;511978;506741;501854;497277;492965;488855;484896;481049;477262;473469
15-19;858363;859188;861902;863741;860294;849093;829224;803090;772985;743073;720818;706774;694937;686480;680095;670312;659154;649773;640690;634323;634807;636161;637479;642502;646531;645500;643755;642079;636958;631170;624751;617744;610251;602358;594163;585823;577475;569152;560967;553006;545320;537917;530848;524148;517857;511942;506370;501157;496296;491737;487446
20-24;834034;836142;835535;833399;831756;831684;832912;836017;838245;835224;824514;805193;779668;750204;720925;699247;685700;674338;666324;660357;651014;640262;631197;622356;616156;616721;618128;619497;624545;628599;627627;625945;624322;619278;613564;607225;600297;592886;585074;576960;568698;560420;552173;544064;536173;528551;521211;514199;507553;501313;495446
