Rio de Janeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/set;584033;569591;560310;552885;545986;541259;540372;542837;546765;553396;563335;568579;571138;576014;577173;574007;573230;571867;565899;559522;552834;545987;539148;532451;525954;519720;513743;507972;502410;497067;491920;486989;482302;477836;473554;469448;465554;461927;458565;455437;452497;449702;447000;444333;441651;438891;436006;432972;429751;426309;422650
out/14;671554;660679;640896;618467;598627;581743;567374;558153;550786;543943;539267;538430;540936;544899;551566;561535;566812;569407;574317;575513;572385;571641;570311;564370;558017;551349;544512;537686;531004;524519;518297;512334;506570;501017;495682;490544;485624;480944;476482;472203;468102;464217;460599;457243;454121;451180;448388;445689;443025;440347;437592
15-19;647140;651825;660018;668564;672562;669110;658368;638758;616520;596860;580133;565899;556772;549492;542729;538123;537335;539878;543868;550551;560525;565813;568430;573363;574593;571513;570801;569502;563605;557295;550668;543873;537090;530445;523996;517806;511872;506137;500612;495303;490189;485290;480628;476190;471931;467850;463979;460374;457030;453923;450994
20-24;655399;652527;649524;647247;646909;649033;653777;661992;670539;674568;671202;660584;641163;619120;599628;583033;568896;559814;552555;545806;541191;540386;542922;546919;553615;563599;568917;571580;576550;577834;574828;574168;572920;567096;560859;554303;547578;540858;534270;527880;521744;515861;510177;504698;499433;494360;489502;484876;480473;476246;472194
25-29;674224;672782;669447;665049;660818;657608;654892;652020;649856;649601;651764;656518;664701;673208;677229;673912;663392;644126;622240;602865;586353;572276;563232;556020;549339;544808;544084;546670;550705;557423;567411;572761;575464;580458;581783;578836;578223;577025;571272;565102;558610;551947;545287;538759;532425;526344;520510;514876;509440;504219;499188
30-34;645888;654450;660935;665297;667708;668349;667171;664103;659969;655988;653001;650488;647807;645816;645708;647991;652839;661080;669637;673736;670540;660182;641124;619462;600290;583961;570052;561139;554036;547457;543011;542346;544973;549037;555768;565747;571108;573835;578845;580197;577301;576726;575560;569863;563752;557315;550706;544099;537623;531335;525299
35-39;574545;584006;596696;611023;624469;635399;644170;650887;655494;658159;659063;658156;655367;651513;647795;645050;642765;640300;638517;638590;641026;645996;654321;662940;667123;664051;653859;635022;613595;594629;578481;564725;555927;548923;542438;538070;537455;540111;544187;550919;560879;566243;568987;573999;575372;572521;571976;570838;565191;559132;552750
40-44;550265;551215;551645;552703;556088;562739;572405;585242;599681;613247;624327;633273;640188;645011;647908;649053;648396;645876;642284;638818;636308;634239;631970;630359;630573;633119;638160;646519;655161;659399;656436;646411;627807;606638;587905;571959;558378;549704;542806;536424;532137;531566;534243;538328;545046;554968;560319;563070;568073;569462;566659
45-49;522853;526617;529630;532025;533941;535577;536928;537749;539172;542862;549745;559571;572496;586987;600609;611784;620853;627926;632937;636042;637410;636987;634716;631376;628144;625834;623944;621847;620394;620737;623379;628475;636839;645469;649739;646886;637051;618741;597905;579476;563794;550441;541921;535149;528895;524707;524188;526879;530958;537640;547491
50-54;467988;477192;485074;491756;497496;502485;506689;510151;513001;515363;517428;519194;520428;522232;526231;533327;543280;556228;570691;584291;595493;604639;611831;616997;620284;621852;621655;619641;616573;613603;611526;609846;607947;606667;607146;609881;615014;623341;631916;636193;633464;623877;605970;585605;567609;552300;539268;530960;524364;518281;514223
